project_id,sov_line_id,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,productivity_factor,key_assumptions
PRJ-2018-032,PRJ-2018-032-SOV-08,8322,549000,0,1766500,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-032,PRJ-2018-032-SOV-09,9817,647600,0,1657400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-032,PRJ-2018-032-SOV-10,12858,848200,422600,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-032,PRJ-2018-032-SOV-11,11340,748100,312300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-032,PRJ-2018-032-SOV-12,9566,631000,0,0,785800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-032,PRJ-2018-032-SOV-13,9109,600900,0,0,670900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-032,PRJ-2018-032-SOV-14,6510,429400,306400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-032,PRJ-2018-032-SOV-15,4800,316600,183300,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-033,PRJ-2018-033-SOV-01,11756,767800,262300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-033,PRJ-2018-033-SOV-02,4334,283000,139000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-033,PRJ-2018-033-SOV-03,12102,790400,338500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-033,PRJ-2018-033-SOV-04,11298,737900,422100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-033,PRJ-2018-033-SOV-05,12047,786800,340700,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-033,PRJ-2018-033-SOV-06,6111,399100,172700,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-033,PRJ-2018-033-SOV-07,6178,403500,0,1223000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-033,PRJ-2018-033-SOV-08,5711,373000,0,1080400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-033,PRJ-2018-033-SOV-09,3090,201800,0,547000,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-033,PRJ-2018-033-SOV-10,8004,522700,261200,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-033,PRJ-2018-033-SOV-11,5599,365600,172400,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-033,PRJ-2018-033-SOV-12,4058,265000,0,0,381900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-033,PRJ-2018-033-SOV-13,4329,282700,0,0,336200,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-033,PRJ-2018-033-SOV-14,3565,232800,85700,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-033,PRJ-2018-033-SOV-15,1214,79200,37400,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-034,PRJ-2018-034-SOV-01,12584,736400,489500,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-034,PRJ-2018-034-SOV-02,4281,250500,104900,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-034,PRJ-2018-034-SOV-03,20111,1177000,582700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-034,PRJ-2018-034-SOV-04,20922,1224400,762800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-034,PRJ-2018-034-SOV-05,18907,1106500,563500,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-034,PRJ-2018-034-SOV-06,10196,596700,376100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-034,PRJ-2018-034-SOV-07,9149,535400,0,1429400,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-034,PRJ-2018-034-SOV-08,7030,411400,0,1576100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-034,PRJ-2018-034-SOV-09,2582,151100,0,801500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-034,PRJ-2018-034-SOV-10,11335,663300,325100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-034,PRJ-2018-034-SOV-11,6227,364400,225500,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-034,PRJ-2018-034-SOV-12,9480,554800,0,0,671200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-034,PRJ-2018-034-SOV-13,7053,412700,0,0,458500,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-034,PRJ-2018-034-SOV-14,3698,216400,133200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-034,PRJ-2018-034-SOV-15,2052,120000,63900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-035,PRJ-2018-035-SOV-01,7726,507200,211000,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-035,PRJ-2018-035-SOV-02,4291,281700,132100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-035,PRJ-2018-035-SOV-03,11325,743500,427500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-035,PRJ-2018-035-SOV-04,12143,797200,469200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-035,PRJ-2018-035-SOV-05,10429,684600,528400,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-035,PRJ-2018-035-SOV-06,5959,391200,220700,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-035,PRJ-2018-035-SOV-07,5948,390500,0,1444600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-035,PRJ-2018-035-SOV-08,3308,217100,0,805300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-035,PRJ-2018-035-SOV-09,2142,140600,0,631600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-035,PRJ-2018-035-SOV-10,8989,590100,257300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-035,PRJ-2018-035-SOV-11,5614,368500,207800,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-035,PRJ-2018-035-SOV-12,7255,476300,0,0,534900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-035,PRJ-2018-035-SOV-13,2767,181600,0,0,217600,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-035,PRJ-2018-035-SOV-14,3466,227500,92200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-035,PRJ-2018-035-SOV-15,1181,77500,39700,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-036,PRJ-2018-036-SOV-01,20062,1242800,630400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-036,PRJ-2018-036-SOV-02,7913,490200,291000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-036,PRJ-2018-036-SOV-03,30278,1875700,1185400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-036,PRJ-2018-036-SOV-04,34453,2134400,1325200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-036,PRJ-2018-036-SOV-05,21250,1316400,901300,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-036,PRJ-2018-036-SOV-06,19467,1206000,503400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-036,PRJ-2018-036-SOV-07,17608,1090800,0,2907200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-036,PRJ-2018-036-SOV-08,13033,807400,0,2220400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-036,PRJ-2018-036-SOV-09,6284,389300,0,1303500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-036,PRJ-2018-036-SOV-10,28167,1745000,1029000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-036,PRJ-2018-036-SOV-11,9611,595400,224800,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-036,PRJ-2018-036-SOV-12,15374,952400,0,0,1304100,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-036,PRJ-2018-036-SOV-13,9560,592200,0,0,756300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-036,PRJ-2018-036-SOV-14,6331,392200,266900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-036,PRJ-2018-036-SOV-15,4672,289400,155000,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-037,PRJ-2018-037-SOV-01,24055,1632400,762800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-037,PRJ-2018-037-SOV-02,6606,448300,227100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-037,PRJ-2018-037-SOV-03,27935,1895700,1322900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-037,PRJ-2018-037-SOV-04,37627,2553400,1540600,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-037,PRJ-2018-037-SOV-05,29557,2005800,730600,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-037,PRJ-2018-037-SOV-06,24015,1629700,749400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-037,PRJ-2018-037-SOV-07,16962,1151000,0,3695700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-037,PRJ-2018-037-SOV-08,13203,895900,0,3658400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-037,PRJ-2018-037-SOV-09,6830,463500,0,1755200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-037,PRJ-2018-037-SOV-10,22356,1517100,916500,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-037,PRJ-2018-037-SOV-11,10116,686400,358600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-037,PRJ-2018-037-SOV-12,19008,1289900,0,0,1428000,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-037,PRJ-2018-037-SOV-13,9927,673600,0,0,938000,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-037,PRJ-2018-037-SOV-14,8192,555900,272100,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-037,PRJ-2018-037-SOV-15,5814,394500,153900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-038,PRJ-2018-038-SOV-01,7744,505700,222900,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-038,PRJ-2018-038-SOV-02,3842,250900,154800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-038,PRJ-2018-038-SOV-03,10456,682800,275400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-038,PRJ-2018-038-SOV-04,11191,730800,435900,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-038,PRJ-2018-038-SOV-05,10222,667500,351000,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-038,PRJ-2018-038-SOV-06,5661,369700,189500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-038,PRJ-2018-038-SOV-07,6084,397300,0,957200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-038,PRJ-2018-038-SOV-08,4689,306200,0,928100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-038,PRJ-2018-038-SOV-09,1849,120700,0,567800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-038,PRJ-2018-038-SOV-10,9204,601000,337500,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-038,PRJ-2018-038-SOV-11,3396,221700,171100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-038,PRJ-2018-038-SOV-12,3999,261100,0,0,369900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-038,PRJ-2018-038-SOV-13,2880,188000,0,0,212000,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-038,PRJ-2018-038-SOV-14,2102,137200,85000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-038,PRJ-2018-038-SOV-15,1097,71600,34100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-039,PRJ-2018-039-SOV-01,3353,214500,132100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-039,PRJ-2018-039-SOV-02,1061,67800,32600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-039,PRJ-2018-039-SOV-03,5871,375600,222300,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-039,PRJ-2018-039-SOV-04,5115,327300,153200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-039,PRJ-2018-039-SOV-05,6589,421600,152200,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-039,PRJ-2018-039-SOV-06,2126,136000,60600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-039,PRJ-2018-039-SOV-07,2287,146300,0,610200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-039,PRJ-2018-039-SOV-08,1694,108300,0,412100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-039,PRJ-2018-039-SOV-09,1594,101900,0,355900,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-039,PRJ-2018-039-SOV-10,3846,246100,135000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-039,PRJ-2018-039-SOV-11,2090,133700,76600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-039,PRJ-2018-039-SOV-12,2410,154200,0,0,208300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-039,PRJ-2018-039-SOV-13,1367,87400,0,0,121700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-039,PRJ-2018-039-SOV-14,1214,77600,57200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-039,PRJ-2018-039-SOV-15,765,48900,30900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-040,PRJ-2018-040-SOV-01,12554,743700,361300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-040,PRJ-2018-040-SOV-02,5343,316500,162500,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-040,PRJ-2018-040-SOV-03,24026,1423300,823800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-040,PRJ-2018-040-SOV-04,19466,1153100,575900,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-040,PRJ-2018-040-SOV-05,14235,843300,658100,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-040,PRJ-2018-040-SOV-06,12648,749200,393300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-040,PRJ-2018-040-SOV-07,9651,571700,0,1841200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-040,PRJ-2018-040-SOV-08,5359,317400,0,1352700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-040,PRJ-2018-040-SOV-09,6582,389900,0,1304400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-040,PRJ-2018-040-SOV-10,19704,1167200,475300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-040,PRJ-2018-040-SOV-11,8849,524200,244300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-040,PRJ-2018-040-SOV-12,8288,490900,0,0,561300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-040,PRJ-2018-040-SOV-13,4861,287900,0,0,389900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-040,PRJ-2018-040-SOV-14,3860,228600,162800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-040,PRJ-2018-040-SOV-15,1967,116500,74600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-041,PRJ-2018-041-SOV-01,24542,1489800,817800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-041,PRJ-2018-041-SOV-02,8866,538200,284400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-041,PRJ-2018-041-SOV-03,35418,2150100,1440600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-041,PRJ-2018-041-SOV-04,45117,2738800,1727100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-041,PRJ-2018-041-SOV-05,34709,2107000,805300,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-041,PRJ-2018-041-SOV-06,18693,1134700,656000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-041,PRJ-2018-041-SOV-07,22479,1364600,0,4050700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-041,PRJ-2018-041-SOV-08,19178,1164200,0,3626100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-041,PRJ-2018-041-SOV-09,16560,1005300,0,2793800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-041,PRJ-2018-041-SOV-10,34543,2096900,1334900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-041,PRJ-2018-041-SOV-11,14738,894600,352800,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-041,PRJ-2018-041-SOV-12,17014,1032800,0,0,1465600,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-041,PRJ-2018-041-SOV-13,15950,968200,0,0,1119900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-041,PRJ-2018-041-SOV-14,10307,625700,380200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-041,PRJ-2018-041-SOV-15,6473,392900,199400,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-042,PRJ-2018-042-SOV-01,10540,675400,291200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-042,PRJ-2018-042-SOV-02,5331,341600,209800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-042,PRJ-2018-042-SOV-03,13038,835400,602400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-042,PRJ-2018-042-SOV-04,19935,1277400,444300,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-042,PRJ-2018-042-SOV-05,12394,794200,421900,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-042,PRJ-2018-042-SOV-06,8104,519300,348100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-042,PRJ-2018-042-SOV-07,9582,614000,0,1888800,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-042,PRJ-2018-042-SOV-08,5908,378500,0,894800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-042,PRJ-2018-042-SOV-09,3513,225100,0,788200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-042,PRJ-2018-042-SOV-10,15392,986300,431300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-042,PRJ-2018-042-SOV-11,6564,420600,203300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-042,PRJ-2018-042-SOV-12,7773,498000,0,0,623200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-042,PRJ-2018-042-SOV-13,4246,272000,0,0,391700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-042,PRJ-2018-042-SOV-14,3122,200000,130100,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-042,PRJ-2018-042-SOV-15,2955,189300,117000,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-043,PRJ-2018-043-SOV-01,5381,363200,222200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-043,PRJ-2018-043-SOV-02,2848,192200,82100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-043,PRJ-2018-043-SOV-03,7803,526700,307000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-043,PRJ-2018-043-SOV-04,8518,574900,246200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-043,PRJ-2018-043-SOV-05,5577,376400,173600,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-043,PRJ-2018-043-SOV-06,3445,232500,92500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-043,PRJ-2018-043-SOV-07,2861,193100,0,689300,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-043,PRJ-2018-043-SOV-08,3441,232200,0,634300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-043,PRJ-2018-043-SOV-09,1919,129500,0,514200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-043,PRJ-2018-043-SOV-10,3945,266200,194800,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-043,PRJ-2018-043-SOV-11,3348,226000,92800,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-043,PRJ-2018-043-SOV-12,3007,202900,0,0,273200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-043,PRJ-2018-043-SOV-13,2182,147200,0,0,179300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-043,PRJ-2018-043-SOV-14,1574,106200,72900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-043,PRJ-2018-043-SOV-15,942,63500,26600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-044,PRJ-2018-044-SOV-01,4130,261100,127800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-044,PRJ-2018-044-SOV-02,2166,136900,51300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-044,PRJ-2018-044-SOV-03,6779,428600,306100,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-044,PRJ-2018-044-SOV-04,9081,574200,327800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-044,PRJ-2018-044-SOV-05,7121,450300,278800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-044,PRJ-2018-044-SOV-06,3802,240400,118300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-044,PRJ-2018-044-SOV-07,3826,241900,0,894100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-044,PRJ-2018-044-SOV-08,2655,167800,0,401400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-044,PRJ-2018-044-SOV-09,1762,111400,0,387400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-044,PRJ-2018-044-SOV-10,5637,356400,166200,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-044,PRJ-2018-044-SOV-11,3119,197200,107000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-044,PRJ-2018-044-SOV-12,3561,225100,0,0,245400,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-044,PRJ-2018-044-SOV-13,1642,103800,0,0,120700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-044,PRJ-2018-044-SOV-14,1537,97100,48500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-044,PRJ-2018-044-SOV-15,943,59600,40900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-045,PRJ-2018-045-SOV-01,2897,186800,111700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-045,PRJ-2018-045-SOV-02,926,59700,39600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-045,PRJ-2018-045-SOV-03,3056,197100,134600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-045,PRJ-2018-045-SOV-04,5054,326000,157600,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-045,PRJ-2018-045-SOV-05,4654,300200,162100,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-045,PRJ-2018-045-SOV-06,2479,159900,94300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-045,PRJ-2018-045-SOV-07,1570,101200,0,487800,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-045,PRJ-2018-045-SOV-08,942,60700,0,289100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-045,PRJ-2018-045-SOV-09,1599,103100,0,293200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-045,PRJ-2018-045-SOV-10,4118,265600,146000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-045,PRJ-2018-045-SOV-11,1400,90300,59000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-045,PRJ-2018-045-SOV-12,1766,113900,0,0,132700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-045,PRJ-2018-045-SOV-13,1149,74100,0,0,100600,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-045,PRJ-2018-045-SOV-14,989,63800,26200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-045,PRJ-2018-045-SOV-15,684,44100,15500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-046,PRJ-2018-046-SOV-01,4721,282600,170200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-046,PRJ-2018-046-SOV-02,2184,130700,74700,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-046,PRJ-2018-046-SOV-03,4733,283400,209200,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-046,PRJ-2018-046-SOV-04,9173,549200,274300,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-046,PRJ-2018-046-SOV-05,5541,331700,246700,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-046,PRJ-2018-046-SOV-06,3389,202900,97900,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-046,PRJ-2018-046-SOV-07,2297,137500,0,663400,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-046,PRJ-2018-046-SOV-08,3585,214600,0,590100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-046,PRJ-2018-046-SOV-09,1666,99700,0,298400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
