project_id,co_number,date_submitted,reason_category,description,amount,status,related_rfi,affected_sov_lines,labor_hours_impact,schedule_impact_days,submitted_by,approved_by
PRJ-2018-068,CO-013,2019-05-01,Scope Gap,Work not clearly defined in bid documents,214400,Approved,RFI-021,"['PRJ-2018-068-SOV-05', 'PRJ-2018-068-SOV-03']",14,0,K. Thompson,
PRJ-2018-068,CO-007,2019-05-06,Value Engineering,Substitution approved: Trane chiller to Daikin RTU,-62300,Rejected,,['PRJ-2018-068-SOV-11'],-90,0,J. Martinez,
PRJ-2018-068,CO-009,2019-05-06,Value Engineering,Substitution approved: copper piping to Daikin RTU,-91900,Approved,RFI-030,"['PRJ-2018-068-SOV-04', 'PRJ-2018-068-SOV-01', 'PRJ-2018-068-SOV-13']",-79,0,K. Thompson,
PRJ-2018-069,CO-005,2018-05-05,Acceleration,Premium time to maintain schedule,227300,Approved,,"['PRJ-2018-069-SOV-02', 'PRJ-2018-069-SOV-11']",80,0,J. Martinez,Project Manager
PRJ-2018-069,CO-008,2018-06-09,Coordination,Rerouting required due to fire protection conflict,272700,Approved,,"['PRJ-2018-069-SOV-02', 'PRJ-2018-069-SOV-14']",186,14,R. Williams,Owner Rep
PRJ-2018-069,CO-001,2018-06-18,Coordination,Rerouting required due to fire protection conflict,335100,Approved,RFI-008,"['PRJ-2018-069-SOV-06', 'PRJ-2018-069-SOV-11']",166,0,K. Thompson,
PRJ-2018-069,CO-002,2018-06-22,Acceleration,Premium time to maintain schedule,381200,Approved,,"['PRJ-2018-069-SOV-03', 'PRJ-2018-069-SOV-06']",185,7,R. Williams,
PRJ-2018-069,CO-007,2018-07-01,Design Error,Drawings showed incorrect pipe elevation - field correction required,320700,Approved,,"['PRJ-2018-069-SOV-15', 'PRJ-2018-069-SOV-09', 'PRJ-2018-069-SOV-04']",21,7,K. Thompson,
PRJ-2018-069,CO-006,2018-07-08,Acceleration,Premium time to maintain schedule,169500,Approved,RFI-027,['PRJ-2018-069-SOV-05'],50,2,J. Martinez,
PRJ-2018-069,CO-009,2018-08-06,Scope Gap,Work not clearly defined in bid documents,324900,Approved,RFI-014,"['PRJ-2018-069-SOV-07', 'PRJ-2018-069-SOV-11', 'PRJ-2018-069-SOV-15']",90,0,J. Martinez,
PRJ-2018-069,CO-004,2018-09-30,Coordination,Rerouting required due to structural conflict,307800,Approved,RFI-012,"['PRJ-2018-069-SOV-12', 'PRJ-2018-069-SOV-04']",129,0,J. Martinez,
PRJ-2018-069,CO-003,2018-10-24,Code Compliance,Inspector required fire dampers,366900,Approved,RFI-030,['PRJ-2018-069-SOV-11'],125,0,J. Martinez,Owner Rep
PRJ-2018-070,CO-008,2018-04-22,Owner Request,Added controls points per owner directive,257700,Approved,,"['PRJ-2018-070-SOV-14', 'PRJ-2018-070-SOV-11', 'PRJ-2018-070-SOV-12']",133,5,R. Williams,Project Manager
PRJ-2018-070,CO-006,2018-04-29,Coordination,Rerouting required due to structural conflict,266400,Approved,,"['PRJ-2018-070-SOV-08', 'PRJ-2018-070-SOV-12', 'PRJ-2018-070-SOV-14']",125,0,J. Martinez,
PRJ-2018-070,CO-007,2018-05-11,Design Error,Drawings showed incorrect duct size - field correction required,198100,Approved,,"['PRJ-2018-070-SOV-08', 'PRJ-2018-070-SOV-07']",147,0,R. Williams,Owner Rep
PRJ-2018-070,CO-004,2018-06-01,Owner Request,Added exhaust fan per owner directive,405500,Approved,RFI-026,"['PRJ-2018-070-SOV-09', 'PRJ-2018-070-SOV-13', 'PRJ-2018-070-SOV-06']",141,0,J. Martinez,Owner Rep
PRJ-2018-070,CO-001,2018-09-07,Design Error,Drawings showed incorrect duct size - field correction required,190500,Approved,,"['PRJ-2018-070-SOV-09', 'PRJ-2018-070-SOV-01']",59,0,R. Williams,Owner Rep
PRJ-2018-070,CO-002,2018-09-10,Scope Gap,Work not clearly defined in bid documents,560800,Approved,,"['PRJ-2018-070-SOV-13', 'PRJ-2018-070-SOV-05', 'PRJ-2018-070-SOV-03']",145,14,J. Martinez,Owner Rep
PRJ-2018-070,CO-011,2018-10-02,Owner Request,Added VAV boxes per owner directive,376500,Approved,RFI-020,['PRJ-2018-070-SOV-08'],61,0,K. Thompson,Project Manager
PRJ-2018-070,CO-010,2018-10-17,Code Compliance,Inspector required access panels,35600,Approved,RFI-013,"['PRJ-2018-070-SOV-09', 'PRJ-2018-070-SOV-04', 'PRJ-2018-070-SOV-03']",11,0,K. Thompson,Project Manager
PRJ-2018-070,CO-003,2019-01-17,Design Error,Drawings showed incorrect duct size - field correction required,340900,Rejected,,"['PRJ-2018-070-SOV-05', 'PRJ-2018-070-SOV-09', 'PRJ-2018-070-SOV-02']",138,0,J. Martinez,Project Manager
PRJ-2018-070,CO-009,2019-02-24,Scope Gap,Work not clearly defined in bid documents,346500,Approved,,"['PRJ-2018-070-SOV-10', 'PRJ-2018-070-SOV-03']",168,14,R. Williams,Owner Rep
PRJ-2018-070,CO-005,2019-03-24,Value Engineering,Substitution approved: Trane chiller to steel piping,-146800,Approved,RFI-019,"['PRJ-2018-070-SOV-01', 'PRJ-2018-070-SOV-14', 'PRJ-2018-070-SOV-02']",-20,0,R. Williams,Project Manager
PRJ-2018-071,CO-019,2018-04-09,Design Error,Drawings showed incorrect duct size - field correction required,149600,Approved,RFI-029,"['PRJ-2018-071-SOV-13', 'PRJ-2018-071-SOV-09', 'PRJ-2018-071-SOV-14']",72,14,J. Martinez,Owner Rep
PRJ-2018-071,CO-018,2018-06-03,Owner Request,Added chilled water piping per owner directive,857600,Approved,RFI-003,['PRJ-2018-071-SOV-02'],122,5,K. Thompson,Owner Rep
PRJ-2018-071,CO-006,2018-07-05,Design Error,Drawings showed incorrect duct size - field correction required,139400,Approved,,"['PRJ-2018-071-SOV-15', 'PRJ-2018-071-SOV-13', 'PRJ-2018-071-SOV-04']",169,7,K. Thompson,Project Manager
PRJ-2018-071,CO-001,2018-08-06,Coordination,Rerouting required due to electrical conflict,94000,Approved,RFI-030,"['PRJ-2018-071-SOV-04', 'PRJ-2018-071-SOV-05']",169,2,K. Thompson,
PRJ-2018-071,CO-011,2018-08-10,Code Compliance,Inspector required additional smoke detectors,604100,Approved,RFI-015,['PRJ-2018-071-SOV-05'],116,0,R. Williams,Owner Rep
PRJ-2018-071,CO-004,2018-08-20,Code Compliance,Inspector required additional smoke detectors,96600,Approved,RFI-018,['PRJ-2018-071-SOV-05'],180,2,K. Thompson,Project Manager
PRJ-2018-071,CO-013,2018-09-13,Unforeseen Condition,Discovered structural conflict not shown on documents,214000,Rejected,RFI-006,"['PRJ-2018-071-SOV-14', 'PRJ-2018-071-SOV-12']",199,0,R. Williams,
PRJ-2018-071,CO-015,2018-09-17,Owner Request,Added VAV boxes per owner directive,291200,Rejected,,['PRJ-2018-071-SOV-05'],169,0,R. Williams,
PRJ-2018-071,CO-005,2018-09-20,Design Error,Drawings showed incorrect equipment clearance - field correction required,127600,Approved,,"['PRJ-2018-071-SOV-01', 'PRJ-2018-071-SOV-03']",107,2,R. Williams,Project Manager
PRJ-2018-071,CO-012,2018-09-28,Code Compliance,Inspector required fire dampers,610900,Approved,,"['PRJ-2018-071-SOV-09', 'PRJ-2018-071-SOV-02', 'PRJ-2018-071-SOV-12']",108,0,K. Thompson,Owner Rep
PRJ-2018-071,CO-014,2018-09-28,Unforeseen Condition,Discovered structural conflict not shown on documents,225600,Approved,RFI-016,"['PRJ-2018-071-SOV-01', 'PRJ-2018-071-SOV-14', 'PRJ-2018-071-SOV-05']",19,0,R. Williams,
PRJ-2018-071,CO-010,2018-09-29,Scope Gap,Work not clearly defined in bid documents,1010700,Approved,RFI-025,"['PRJ-2018-071-SOV-14', 'PRJ-2018-071-SOV-10']",25,0,K. Thompson,Project Manager
PRJ-2018-071,CO-002,2018-11-22,Owner Request,Added chilled water piping per owner directive,307100,Rejected,RFI-003,['PRJ-2018-071-SOV-11'],19,7,K. Thompson,Project Manager
PRJ-2018-071,CO-016,2018-12-09,Scope Gap,Work not clearly defined in bid documents,374900,Approved,RFI-023,['PRJ-2018-071-SOV-14'],65,7,R. Williams,Project Manager
PRJ-2018-071,CO-009,2019-01-27,Owner Request,Added chilled water piping per owner directive,779500,Approved,RFI-008,['PRJ-2018-071-SOV-05'],14,0,R. Williams,Owner Rep
PRJ-2018-071,CO-007,2019-01-31,Value Engineering,Substitution approved: copper piping to steel piping,-245800,Rejected,RFI-019,"['PRJ-2018-071-SOV-11', 'PRJ-2018-071-SOV-13', 'PRJ-2018-071-SOV-15']",-27,0,K. Thompson,Project Manager
PRJ-2018-071,CO-003,2019-02-05,Unforeseen Condition,Discovered abandoned piping not shown on documents,337200,Rejected,RFI-001,['PRJ-2018-071-SOV-05'],139,2,R. Williams,Owner Rep
PRJ-2018-071,CO-017,2019-02-06,Coordination,Rerouting required due to electrical conflict,326800,Approved,,['PRJ-2018-071-SOV-04'],82,7,J. Martinez,
PRJ-2018-071,CO-008,2019-02-18,Code Compliance,Inspector required access panels,87300,Approved,,"['PRJ-2018-071-SOV-13', 'PRJ-2018-071-SOV-02']",86,0,J. Martinez,Owner Rep
PRJ-2018-072,CO-001,2018-02-21,Acceleration,Premium time to maintain schedule,103000,Approved,RFI-018,"['PRJ-2018-072-SOV-13', 'PRJ-2018-072-SOV-14', 'PRJ-2018-072-SOV-05']",100,7,K. Thompson,Owner Rep
PRJ-2018-072,CO-005,2018-03-30,Coordination,Rerouting required due to fire protection conflict,359300,Approved,,"['PRJ-2018-072-SOV-07', 'PRJ-2018-072-SOV-15']",100,5,J. Martinez,Owner Rep
PRJ-2018-072,CO-003,2018-04-10,Code Compliance,Inspector required additional smoke detectors,227200,Approved,RFI-030,['PRJ-2018-072-SOV-05'],130,0,R. Williams,Owner Rep
PRJ-2018-072,CO-004,2018-05-12,Unforeseen Condition,Discovered abandoned piping not shown on documents,366400,Approved,RFI-028,['PRJ-2018-072-SOV-11'],77,0,J. Martinez,Project Manager
PRJ-2018-072,CO-002,2018-07-13,Coordination,Rerouting required due to electrical conflict,69300,Approved,RFI-019,['PRJ-2018-072-SOV-15'],63,2,K. Thompson,Owner Rep
PRJ-2018-073,CO-001,2018-02-13,Scope Gap,Work not clearly defined in bid documents,159300,Approved,,"['PRJ-2018-073-SOV-09', 'PRJ-2018-073-SOV-01']",76,0,K. Thompson,
PRJ-2018-073,CO-002,2018-05-14,Code Compliance,Inspector required seismic upgrades,16100,Rejected,RFI-013,"['PRJ-2018-073-SOV-03', 'PRJ-2018-073-SOV-13', 'PRJ-2018-073-SOV-09']",135,0,K. Thompson,
PRJ-2018-073,CO-003,2018-05-15,Design Error,Drawings showed incorrect duct size - field correction required,71300,Approved,,"['PRJ-2018-073-SOV-05', 'PRJ-2018-073-SOV-10']",63,14,J. Martinez,Owner Rep
PRJ-2018-073,CO-004,2018-05-20,Design Error,Drawings showed incorrect equipment clearance - field correction required,119800,Approved,RFI-010,"['PRJ-2018-073-SOV-12', 'PRJ-2018-073-SOV-09']",15,0,J. Martinez,
PRJ-2018-074,CO-004,2018-04-11,Unforeseen Condition,Discovered existing ductwork not shown on documents,86000,Approved,,"['PRJ-2018-074-SOV-10', 'PRJ-2018-074-SOV-07']",33,7,J. Martinez,Owner Rep
PRJ-2018-074,CO-002,2018-06-02,Acceleration,Premium time to maintain schedule,74000,Approved,,"['PRJ-2018-074-SOV-04', 'PRJ-2018-074-SOV-03', 'PRJ-2018-074-SOV-13']",91,0,K. Thompson,Project Manager
PRJ-2018-074,CO-007,2018-06-05,Coordination,Rerouting required due to electrical conflict,65500,Approved,,['PRJ-2018-074-SOV-13'],79,7,K. Thompson,Owner Rep
PRJ-2018-074,CO-008,2018-06-17,Coordination,Rerouting required due to plumbing conflict,68600,Approved,RFI-021,['PRJ-2018-074-SOV-07'],20,2,R. Williams,
PRJ-2018-074,CO-005,2018-07-10,Scope Gap,Work not clearly defined in bid documents,30900,Rejected,RFI-020,"['PRJ-2018-074-SOV-06', 'PRJ-2018-074-SOV-01', 'PRJ-2018-074-SOV-15']",153,0,R. Williams,
PRJ-2018-074,CO-006,2018-08-10,Scope Gap,Work not clearly defined in bid documents,98200,Rejected,,"['PRJ-2018-074-SOV-10', 'PRJ-2018-074-SOV-04', 'PRJ-2018-074-SOV-11']",57,7,J. Martinez,
PRJ-2018-074,CO-001,2018-08-20,Coordination,Rerouting required due to structural conflict,62400,Approved,RFI-017,"['PRJ-2018-074-SOV-04', 'PRJ-2018-074-SOV-15']",191,0,J. Martinez,
PRJ-2018-074,CO-009,2018-10-11,Owner Request,Added controls points per owner directive,42700,Approved,RFI-011,['PRJ-2018-074-SOV-10'],79,0,K. Thompson,Project Manager
PRJ-2018-074,CO-003,2018-11-11,Design Error,Drawings showed incorrect pipe elevation - field correction required,60800,Rejected,RFI-005,"['PRJ-2018-074-SOV-10', 'PRJ-2018-074-SOV-11']",191,7,J. Martinez,Project Manager
PRJ-2018-075,CO-016,2018-03-09,Code Compliance,Inspector required seismic upgrades,286600,Rejected,RFI-002,['PRJ-2018-075-SOV-09'],29,5,J. Martinez,
PRJ-2018-075,CO-014,2018-03-11,Value Engineering,Substitution approved: Carrier RTU to York chiller,-125600,Approved,,"['PRJ-2018-075-SOV-15', 'PRJ-2018-075-SOV-06']",-32,0,K. Thompson,Project Manager
PRJ-2018-075,CO-009,2018-05-17,Unforeseen Condition,Discovered existing ductwork not shown on documents,250100,Rejected,RFI-019,"['PRJ-2018-075-SOV-09', 'PRJ-2018-075-SOV-01', 'PRJ-2018-075-SOV-14']",160,0,K. Thompson,Project Manager
PRJ-2018-075,CO-013,2018-05-20,Owner Request,Added VAV boxes per owner directive,296200,Rejected,RFI-026,['PRJ-2018-075-SOV-06'],50,7,J. Martinez,Owner Rep
PRJ-2018-075,CO-006,2018-05-26,Coordination,Rerouting required due to plumbing conflict,66700,Approved,,"['PRJ-2018-075-SOV-09', 'PRJ-2018-075-SOV-05', 'PRJ-2018-075-SOV-02']",110,5,K. Thompson,Owner Rep
PRJ-2018-075,CO-005,2018-05-27,Code Compliance,Inspector required fire dampers,125000,Approved,,"['PRJ-2018-075-SOV-05', 'PRJ-2018-075-SOV-12']",71,0,J. Martinez,Project Manager
PRJ-2018-075,CO-015,2018-12-12,Acceleration,Premium time to maintain schedule,76300,Approved,,"['PRJ-2018-075-SOV-10', 'PRJ-2018-075-SOV-03', 'PRJ-2018-075-SOV-11']",85,0,K. Thompson,
PRJ-2018-075,CO-008,2019-02-08,Owner Request,Added chilled water piping per owner directive,393500,Approved,,"['PRJ-2018-075-SOV-14', 'PRJ-2018-075-SOV-08', 'PRJ-2018-075-SOV-13']",58,5,K. Thompson,
PRJ-2018-075,CO-003,2019-02-15,Scope Gap,Work not clearly defined in bid documents,253200,Approved,,"['PRJ-2018-075-SOV-08', 'PRJ-2018-075-SOV-15', 'PRJ-2018-075-SOV-10']",24,14,R. Williams,Project Manager
PRJ-2018-075,CO-007,2019-05-05,Code Compliance,Inspector required additional smoke detectors,155000,Approved,RFI-021,"['PRJ-2018-075-SOV-08', 'PRJ-2018-075-SOV-05', 'PRJ-2018-075-SOV-12']",37,0,R. Williams,Owner Rep
PRJ-2018-075,CO-010,2019-06-06,Code Compliance,Inspector required seismic upgrades,256000,Approved,RFI-015,['PRJ-2018-075-SOV-14'],50,14,K. Thompson,Project Manager
PRJ-2018-075,CO-004,2019-06-20,Owner Request,Added VAV boxes per owner directive,412800,Approved,,"['PRJ-2018-075-SOV-13', 'PRJ-2018-075-SOV-11']",126,7,R. Williams,Project Manager
PRJ-2018-075,CO-011,2019-08-29,Acceleration,Premium time to maintain schedule,35200,Rejected,RFI-010,"['PRJ-2018-075-SOV-13', 'PRJ-2018-075-SOV-09', 'PRJ-2018-075-SOV-08']",20,5,R. Williams,Project Manager
PRJ-2018-075,CO-017,2019-09-19,Unforeseen Condition,Discovered abandoned piping not shown on documents,179400,Approved,RFI-024,"['PRJ-2018-075-SOV-10', 'PRJ-2018-075-SOV-06']",174,14,R. Williams,Project Manager
PRJ-2018-075,CO-002,2019-10-01,Code Compliance,Inspector required access panels,239900,Approved,RFI-025,"['PRJ-2018-075-SOV-05', 'PRJ-2018-075-SOV-09', 'PRJ-2018-075-SOV-11']",22,7,K. Thompson,Owner Rep
PRJ-2018-075,CO-012,2019-10-05,Owner Request,Added exhaust fan per owner directive,186600,Rejected,,['PRJ-2018-075-SOV-13'],15,14,K. Thompson,Project Manager
PRJ-2018-075,CO-001,2019-12-10,Unforeseen Condition,Discovered abandoned piping not shown on documents,269100,Approved,RFI-023,"['PRJ-2018-075-SOV-04', 'PRJ-2018-075-SOV-09', 'PRJ-2018-075-SOV-03']",116,0,J. Martinez,
PRJ-2018-076,CO-002,2018-04-20,Acceleration,Premium time to maintain schedule,83800,Approved,RFI-019,"['PRJ-2018-076-SOV-12', 'PRJ-2018-076-SOV-10']",175,2,K. Thompson,Owner Rep
PRJ-2018-076,CO-006,2018-12-07,Design Error,Drawings showed incorrect pipe elevation - field correction required,69400,Approved,,['PRJ-2018-076-SOV-02'],11,0,J. Martinez,Owner Rep
PRJ-2018-076,CO-010,2019-03-30,Unforeseen Condition,Discovered abandoned piping not shown on documents,35600,Approved,,['PRJ-2018-076-SOV-06'],133,0,K. Thompson,Project Manager
PRJ-2018-076,CO-005,2019-04-11,Coordination,Rerouting required due to electrical conflict,121300,Rejected,,['PRJ-2018-076-SOV-15'],154,7,K. Thompson,Owner Rep
PRJ-2018-076,CO-001,2019-05-23,Unforeseen Condition,Discovered asbestos insulation not shown on documents,343100,Approved,RFI-005,"['PRJ-2018-076-SOV-12', 'PRJ-2018-076-SOV-07']",121,0,J. Martinez,Owner Rep
PRJ-2018-076,CO-007,2019-06-28,Scope Gap,Work not clearly defined in bid documents,321900,Approved,RFI-015,"['PRJ-2018-076-SOV-04', 'PRJ-2018-076-SOV-09']",167,7,J. Martinez,Project Manager
PRJ-2018-076,CO-003,2019-07-09,Acceleration,Premium time to maintain schedule,286600,Rejected,RFI-019,"['PRJ-2018-076-SOV-07', 'PRJ-2018-076-SOV-04']",175,0,J. Martinez,Project Manager
PRJ-2018-076,CO-008,2019-07-12,Coordination,Rerouting required due to structural conflict,387900,Approved,,"['PRJ-2018-076-SOV-02', 'PRJ-2018-076-SOV-12', 'PRJ-2018-076-SOV-08']",150,14,J. Martinez,
PRJ-2018-076,CO-004,2019-07-17,Unforeseen Condition,Discovered existing ductwork not shown on documents,169400,Approved,,['PRJ-2018-076-SOV-06'],136,0,R. Williams,Owner Rep
PRJ-2018-076,CO-009,2019-07-28,Coordination,Rerouting required due to plumbing conflict,233200,Rejected,,"['PRJ-2018-076-SOV-08', 'PRJ-2018-076-SOV-13']",194,2,J. Martinez,Project Manager
PRJ-2018-077,CO-009,2018-06-26,Owner Request,Added controls points per owner directive,162400,Approved,,"['PRJ-2018-077-SOV-13', 'PRJ-2018-077-SOV-09', 'PRJ-2018-077-SOV-01']",34,0,R. Williams,
PRJ-2018-077,CO-008,2018-07-03,Acceleration,Premium time to maintain schedule,71700,Rejected,,"['PRJ-2018-077-SOV-05', 'PRJ-2018-077-SOV-03']",69,0,R. Williams,Owner Rep
PRJ-2018-077,CO-004,2018-07-10,Design Error,Drawings showed incorrect duct size - field correction required,87500,Rejected,RFI-009,['PRJ-2018-077-SOV-04'],149,5,K. Thompson,Owner Rep
PRJ-2018-077,CO-001,2018-08-26,Coordination,Rerouting required due to fire protection conflict,104700,Approved,,['PRJ-2018-077-SOV-01'],30,0,J. Martinez,Owner Rep
PRJ-2018-077,CO-002,2018-09-02,Coordination,Rerouting required due to plumbing conflict,110500,Rejected,,['PRJ-2018-077-SOV-08'],106,5,J. Martinez,
PRJ-2018-077,CO-005,2018-09-08,Code Compliance,Inspector required seismic upgrades,120100,Approved,,"['PRJ-2018-077-SOV-07', 'PRJ-2018-077-SOV-05']",21,0,K. Thompson,Owner Rep
PRJ-2018-077,CO-003,2018-10-27,Value Engineering,Substitution approved: copper piping to York chiller,-45700,Approved,RFI-002,"['PRJ-2018-077-SOV-13', 'PRJ-2018-077-SOV-01', 'PRJ-2018-077-SOV-08']",-60,0,R. Williams,Owner Rep
PRJ-2018-077,CO-011,2018-11-14,Scope Gap,Work not clearly defined in bid documents,72900,Approved,RFI-011,"['PRJ-2018-077-SOV-02', 'PRJ-2018-077-SOV-08']",48,0,K. Thompson,
PRJ-2018-077,CO-007,2018-11-30,Unforeseen Condition,Discovered asbestos insulation not shown on documents,50600,Rejected,,"['PRJ-2018-077-SOV-08', 'PRJ-2018-077-SOV-10', 'PRJ-2018-077-SOV-13']",33,0,K. Thompson,Project Manager
PRJ-2018-077,CO-006,2019-01-02,Scope Gap,Work not clearly defined in bid documents,194100,Approved,,"['PRJ-2018-077-SOV-06', 'PRJ-2018-077-SOV-01']",152,14,R. Williams,
PRJ-2018-077,CO-010,2019-01-31,Scope Gap,Work not clearly defined in bid documents,151800,Approved,RFI-030,['PRJ-2018-077-SOV-05'],68,0,R. Williams,Project Manager
PRJ-2018-078,CO-008,2018-03-02,Design Error,Drawings showed incorrect equipment clearance - field correction required,119100,Approved,RFI-028,['PRJ-2018-078-SOV-03'],38,7,K. Thompson,Owner Rep
PRJ-2018-078,CO-007,2018-04-18,Design Error,Drawings showed incorrect duct size - field correction required,30200,Approved,,"['PRJ-2018-078-SOV-11', 'PRJ-2018-078-SOV-13', 'PRJ-2018-078-SOV-05']",153,2,K. Thompson,Owner Rep
PRJ-2018-078,CO-005,2018-05-23,Owner Request,Added chilled water piping per owner directive,126800,Rejected,,"['PRJ-2018-078-SOV-02', 'PRJ-2018-078-SOV-08']",189,7,R. Williams,
PRJ-2018-078,CO-004,2018-07-11,Value Engineering,Substitution approved: Carrier RTU to Daikin RTU,-34900,Approved,RFI-026,['PRJ-2018-078-SOV-02'],-39,0,K. Thompson,
PRJ-2018-078,CO-003,2018-07-22,Design Error,Drawings showed incorrect pipe elevation - field correction required,196400,Approved,,"['PRJ-2018-078-SOV-11', 'PRJ-2018-078-SOV-02', 'PRJ-2018-078-SOV-09']",152,0,K. Thompson,
PRJ-2018-078,CO-006,2018-08-11,Scope Gap,Work not clearly defined in bid documents,316300,Approved,,"['PRJ-2018-078-SOV-09', 'PRJ-2018-078-SOV-06', 'PRJ-2018-078-SOV-08']",82,0,K. Thompson,Project Manager
PRJ-2018-078,CO-011,2018-09-17,Code Compliance,Inspector required seismic upgrades,43500,Approved,,"['PRJ-2018-078-SOV-12', 'PRJ-2018-078-SOV-05']",180,0,J. Martinez,
PRJ-2018-078,CO-001,2018-11-14,Code Compliance,Inspector required access panels,85800,Rejected,,"['PRJ-2018-078-SOV-02', 'PRJ-2018-078-SOV-05']",25,2,R. Williams,
PRJ-2018-078,CO-009,2018-11-14,Acceleration,Premium time to maintain schedule,95700,Approved,RFI-021,['PRJ-2018-078-SOV-13'],166,0,K. Thompson,Project Manager
PRJ-2018-078,CO-010,2019-05-07,Coordination,Rerouting required due to fire protection conflict,17700,Approved,RFI-027,"['PRJ-2018-078-SOV-10', 'PRJ-2018-078-SOV-12']",12,5,R. Williams,
PRJ-2018-078,CO-002,2019-05-31,Value Engineering,Substitution approved: copper piping to steel piping,-99300,Rejected,RFI-018,"['PRJ-2018-078-SOV-09', 'PRJ-2018-078-SOV-07']",-93,0,K. Thompson,
PRJ-2018-079,CO-010,2018-04-28,Scope Gap,Work not clearly defined in bid documents,228400,Rejected,RFI-028,"['PRJ-2018-079-SOV-05', 'PRJ-2018-079-SOV-06', 'PRJ-2018-079-SOV-12']",169,0,J. Martinez,
PRJ-2018-079,CO-011,2018-07-12,Code Compliance,Inspector required access panels,62800,Approved,RFI-030,['PRJ-2018-079-SOV-11'],59,5,R. Williams,Owner Rep
PRJ-2018-079,CO-003,2018-07-24,Coordination,Rerouting required due to electrical conflict,320500,Approved,RFI-010,"['PRJ-2018-079-SOV-04', 'PRJ-2018-079-SOV-13', 'PRJ-2018-079-SOV-15']",116,0,J. Martinez,Project Manager
PRJ-2018-079,CO-007,2018-08-26,Code Compliance,Inspector required additional smoke detectors,346800,Approved,,"['PRJ-2018-079-SOV-08', 'PRJ-2018-079-SOV-13']",96,0,R. Williams,Owner Rep
PRJ-2018-079,CO-005,2018-09-02,Unforeseen Condition,Discovered structural conflict not shown on documents,364300,Approved,RFI-027,"['PRJ-2018-079-SOV-01', 'PRJ-2018-079-SOV-09']",164,7,J. Martinez,Owner Rep
PRJ-2018-079,CO-004,2018-09-03,Scope Gap,Work not clearly defined in bid documents,296500,Approved,RFI-001,"['PRJ-2018-079-SOV-08', 'PRJ-2018-079-SOV-12']",130,0,K. Thompson,Owner Rep
PRJ-2018-079,CO-001,2018-10-22,Scope Gap,Work not clearly defined in bid documents,263300,Approved,,"['PRJ-2018-079-SOV-03', 'PRJ-2018-079-SOV-13']",132,0,K. Thompson,Owner Rep
PRJ-2018-079,CO-008,2018-10-24,Acceleration,Premium time to maintain schedule,330900,Approved,RFI-029,"['PRJ-2018-079-SOV-08', 'PRJ-2018-079-SOV-02']",104,5,J. Martinez,Owner Rep
PRJ-2018-079,CO-006,2018-11-22,Unforeseen Condition,Discovered asbestos insulation not shown on documents,165300,Approved,,"['PRJ-2018-079-SOV-13', 'PRJ-2018-079-SOV-14', 'PRJ-2018-079-SOV-07']",47,0,R. Williams,
PRJ-2018-079,CO-009,2019-02-15,Scope Gap,Work not clearly defined in bid documents,617400,Approved,,"['PRJ-2018-079-SOV-12', 'PRJ-2018-079-SOV-01', 'PRJ-2018-079-SOV-14']",55,0,J. Martinez,
PRJ-2018-079,CO-002,2019-05-18,Coordination,Rerouting required due to plumbing conflict,210300,Rejected,RFI-018,['PRJ-2018-079-SOV-15'],124,7,K. Thompson,
PRJ-2018-079,CO-012,2019-06-17,Acceleration,Premium time to maintain schedule,372600,Rejected,RFI-022,['PRJ-2018-079-SOV-07'],47,14,R. Williams,Owner Rep
PRJ-2018-080,CO-010,2018-03-29,Owner Request,Added controls points per owner directive,463800,Approved,RFI-023,"['PRJ-2018-080-SOV-07', 'PRJ-2018-080-SOV-02', 'PRJ-2018-080-SOV-06']",154,14,K. Thompson,Owner Rep
PRJ-2018-080,CO-001,2018-05-02,Unforeseen Condition,Discovered structural conflict not shown on documents,57400,Approved,RFI-013,['PRJ-2018-080-SOV-12'],137,0,R. Williams,Owner Rep
PRJ-2018-080,CO-003,2018-06-07,Scope Gap,Work not clearly defined in bid documents,533800,Approved,,['PRJ-2018-080-SOV-11'],93,0,R. Williams,
PRJ-2018-080,CO-006,2018-08-11,Coordination,Rerouting required due to electrical conflict,522300,Approved,,['PRJ-2018-080-SOV-03'],33,2,J. Martinez,Project Manager
PRJ-2018-080,CO-002,2018-09-24,Value Engineering,Substitution approved: Trane chiller to York chiller,-215700,Rejected,RFI-023,"['PRJ-2018-080-SOV-10', 'PRJ-2018-080-SOV-09', 'PRJ-2018-080-SOV-12']",-43,0,K. Thompson,Owner Rep
PRJ-2018-080,CO-007,2018-11-18,Owner Request,Added chilled water piping per owner directive,632400,Approved,RFI-013,"['PRJ-2018-080-SOV-07', 'PRJ-2018-080-SOV-12', 'PRJ-2018-080-SOV-01']",27,0,R. Williams,Owner Rep
PRJ-2018-080,CO-009,2018-11-22,Coordination,Rerouting required due to plumbing conflict,255800,Rejected,,['PRJ-2018-080-SOV-08'],66,7,J. Martinez,Owner Rep
PRJ-2018-080,CO-005,2018-12-02,Scope Gap,Work not clearly defined in bid documents,241000,Approved,,['PRJ-2018-080-SOV-07'],10,14,K. Thompson,Project Manager
PRJ-2018-080,CO-004,2018-12-16,Unforeseen Condition,Discovered existing ductwork not shown on documents,236500,Approved,RFI-009,['PRJ-2018-080-SOV-10'],8,0,R. Williams,
